,payment_sequential,payment_type,payment_installments,payment_value
944,1,boleto,1,93.8
945,1,credit_card,2,76.51
946,1,boleto,1,121.6
947,1,credit_card,10,528.69
948,1,boleto,1,73.03
949,2,credit_card,2,70.0
950,1,credit_card,5,278.63
951,1,credit_card,2,89.88
952,1,boleto,1,117.38
953,1,credit_card,3,180.47
954,1,credit_card,2,110.77
955,1,credit_card,2,28.7
956,1,credit_card,1,23.47
957,2,voucher,1,50.0
958,1,boleto,1,364.46
959,1,credit_card,1,48.23
960,1,credit_card,6,78.97
961,1,credit_card,2,159.8
962,1,credit_card,1,66.44
963,1,credit_card,2,71.13
964,1,credit_card,1,76.29
965,2,voucher,1,188.93
966,1,debit_card,1,70.03
967,1,boleto,1,51.01
968,1,credit_card,2,162.75
969,1,boleto,1,36.36
970,1,credit_card,4,209.46
971,1,credit_card,2,79.95
972,1,credit_card,1,134.49
973,1,credit_card,6,111.02
974,1,credit_card,1,53.88
975,1,boleto,1,62.91
976,1,debit_card,1,335.47
977,3,voucher,1,12.29
978,1,credit_card,8,237.54
979,1,credit_card,1,131.94
980,1,debit_card,1,191.28
981,1,credit_card,6,85.24
982,1,credit_card,1,37.99
983,1,credit_card,1,200.75
984,1,boleto,1,213.03
985,1,boleto,1,74.16
986,1,voucher,1,55.09
987,6,voucher,1,10.04
988,1,credit_card,1,57.8
989,1,credit_card,1,25.05
990,1,boleto,1,199.43
991,1,credit_card,3,172.29
992,1,credit_card,8,126.3
993,1,credit_card,5,116.97
994,1,credit_card,2,158.21
995,2,voucher,1,247.16
996,1,credit_card,4,45.09
997,1,credit_card,5,172.16
998,1,credit_card,2,189.37
999,1,credit_card,3,372.67
1000,1,boleto,1,64.44
1001,1,credit_card,1,2.35
1002,1,credit_card,4,204.07
1003,1,boleto,1,75.17
1004,1,credit_card,2,177.11
1005,1,credit_card,2,42.78
1006,1,boleto,1,37.79
1007,1,credit_card,2,119.79
1008,1,boleto,1,273.98
1009,1,credit_card,2,63.7
1010,2,voucher,1,50.0
1011,1,boleto,1,36.05
1012,1,credit_card,1,85.15
1013,1,credit_card,1,50.45
1014,1,credit_card,1,34.37
1015,1,voucher,1,184.93
1016,1,credit_card,6,157.97
1017,1,boleto,1,143.15
1018,1,credit_card,8,123.25
1019,1,credit_card,6,121.68
1020,1,credit_card,10,156.39
1021,1,credit_card,3,171.79
1022,1,credit_card,2,133.05
1023,1,debit_card,1,77.42
1024,1,credit_card,2,281.73
1025,1,credit_card,1,36.07
1026,1,credit_card,4,441.16
1027,1,credit_card,1,99.14
1028,1,voucher,1,118.35
1029,1,credit_card,1,92.8
1030,1,credit_card,2,142.25
1031,1,boleto,1,186.27
1032,1,debit_card,1,23.88
1033,1,boleto,1,497.59
1034,1,credit_card,5,51.57
1035,1,credit_card,1,159.07
1036,1,credit_card,2,154.38
1037,1,credit_card,3,245.36
1038,1,boleto,1,385.52
1039,1,credit_card,4,318.17
1040,1,credit_card,1,576.2
1041,1,credit_card,1,93.66
1042,1,boleto,1,71.81
1043,1,boleto,1,33.1
1044,2,voucher,1,3.9
1045,1,boleto,1,44.24
1046,1,boleto,1,398.88
1047,1,credit_card,2,47.61
1048,1,credit_card,10,116.85
1049,1,boleto,1,35.09
1050,1,credit_card,5,51.88
1051,1,credit_card,6,190.83
1052,1,credit_card,4,101.64
1053,1,credit_card,4,212.18
1054,1,boleto,1,61.94
1055,1,credit_card,1,35.24
1056,1,credit_card,6,63.06
1057,1,credit_card,2,102.64
1058,1,credit_card,10,123.68
1059,1,boleto,1,64.63
1060,1,boleto,1,216.74
1061,1,credit_card,1,46.26
1062,1,credit_card,2,52.83
1063,1,credit_card,2,129.79
1064,1,credit_card,1,8.16
1065,2,voucher,1,98.87
1066,1,credit_card,2,65.05
1067,1,debit_card,1,64.0
1068,1,credit_card,1,34.7
1069,1,credit_card,3,151.83
1070,1,credit_card,2,103.2
1071,1,credit_card,1,43.62
1072,1,credit_card,6,166.41
1073,1,credit_card,1,35.77
1074,1,credit_card,10,194.48
1075,1,credit_card,1,133.62
1076,1,credit_card,2,115.9
1077,1,boleto,1,91.92
1078,1,credit_card,1,36.61
1079,1,credit_card,3,72.78
1080,1,credit_card,10,189.21
1081,1,credit_card,7,346.59
1082,1,credit_card,5,245.51
1083,2,voucher,1,216.99
1084,1,credit_card,3,104.43
1085,1,credit_card,3,36.1
1086,1,credit_card,2,161.47
1087,1,credit_card,6,133.75
1088,1,credit_card,1,125.22
1089,1,boleto,1,50.86
1090,1,credit_card,2,164.84
1091,1,credit_card,1,2.67
1092,3,voucher,1,33.56
1093,1,boleto,1,99.9
1094,1,credit_card,2,133.34
1095,1,voucher,1,69.46
1096,1,credit_card,1,133.28
1097,1,credit_card,1,50.0
1098,1,credit_card,10,368.92
1099,1,credit_card,8,406.67
1100,1,credit_card,3,69.45
1101,1,credit_card,2,1327.54
1102,2,credit_card,1,12.59
1103,1,credit_card,3,45.69
1104,1,credit_card,4,119.48
1105,1,credit_card,3,88.72
1106,2,voucher,1,250.0
1107,1,credit_card,4,88.58
1108,1,credit_card,1,81.6
1109,1,credit_card,1,41.53
1110,1,credit_card,1,64.86
1111,1,credit_card,1,35.01
1112,1,credit_card,1,47.44
1113,1,boleto,1,21.01
1114,1,credit_card,10,639.52
1115,1,credit_card,2,142.44
1116,1,credit_card,6,323.92
1117,3,voucher,1,64.25
1118,1,boleto,1,64.44
1119,1,credit_card,8,91.18
1120,1,boleto,1,44.34
1121,1,credit_card,3,37.09
1122,1,debit_card,1,146.13
1123,1,boleto,1,218.27
1124,1,voucher,1,41.11
1125,1,credit_card,1,21.16
1126,1,credit_card,1,95.34
1127,1,credit_card,2,124.92
1128,1,credit_card,1,52.76
1129,1,boleto,1,56.28
1130,1,debit_card,1,416.36
1131,1,credit_card,2,144.76
1132,7,voucher,1,6.82
1133,1,boleto,1,202.5
1134,1,credit_card,1,14.0
1135,2,credit_card,1,3.99
1136,1,credit_card,3,104.37
1137,1,credit_card,1,119.84
1138,1,credit_card,2,84.24
1139,1,credit_card,1,2787.87
1140,1,credit_card,3,457.64
1141,1,credit_card,5,89.56
1142,1,credit_card,3,595.3
1143,1,credit_card,1,171.69
1144,1,credit_card,3,32.96
1145,1,credit_card,1,85.6
1146,1,credit_card,3,44.66
1147,1,boleto,1,164.55
1148,1,boleto,1,38.42
1149,1,credit_card,1,115.78
1150,1,credit_card,8,198.49
1151,1,credit_card,4,512.46
1152,1,credit_card,4,113.16
1153,1,credit_card,9,94.3
1154,1,credit_card,1,87.64
1155,1,credit_card,4,92.62
1156,1,credit_card,2,52.1
1157,1,credit_card,4,47.23
1158,1,credit_card,3,62.5
1159,1,credit_card,1,5.36
1160,1,boleto,1,116.32
1161,1,credit_card,1,158.21
1162,1,credit_card,10,404.95
1163,1,credit_card,1,196.01
1164,1,boleto,1,95.84
1165,1,credit_card,6,61.97
1166,1,credit_card,1,134.71
1167,1,voucher,1,79.56
1168,1,credit_card,1,78.2
1169,1,voucher,1,44.55
1170,1,boleto,1,45.89
1171,1,boleto,1,93.82
1172,1,voucher,1,191.09
1173,1,boleto,1,306.78
1174,1,credit_card,1,44.85
1175,1,credit_card,10,178.06
1176,1,boleto,1,157.78
1177,1,credit_card,3,83.34
1178,1,credit_card,4,97.71
1179,1,boleto,1,205.0
1180,1,credit_card,6,65.0
1181,1,credit_card,10,113.62
1182,1,voucher,1,41.0
1183,1,credit_card,1,44.38
1184,1,credit_card,1,67.57
1185,1,credit_card,3,117.57
1186,3,voucher,1,1.39
1187,1,boleto,1,90.76
1188,1,credit_card,8,168.35
1189,1,credit_card,1,131.64
1190,1,credit_card,5,63.07
1191,1,boleto,1,481.07
1192,1,credit_card,1,37.96
1193,1,boleto,1,248.36
1194,1,credit_card,1,61.4
1195,1,credit_card,4,176.16
1196,1,credit_card,1,131.44
1197,1,credit_card,2,61.37
1198,1,credit_card,5,103.15
1199,1,credit_card,3,154.51
1200,4,voucher,1,20.0
1201,1,credit_card,2,103.93
1202,1,credit_card,1,92.57
1203,1,credit_card,1,145.57
1204,1,credit_card,3,86.15
1205,1,credit_card,2,119.97
1206,1,credit_card,3,73.25
1207,1,credit_card,8,167.6
1208,1,credit_card,1,35.69
1209,1,credit_card,4,109.5
1210,1,credit_card,6,70.18
1211,1,credit_card,10,104.19
1212,1,boleto,1,165.3
1213,1,credit_card,8,219.4
1214,1,credit_card,8,94.59
1215,1,credit_card,10,991.09
1216,1,credit_card,2,284.66
1217,1,credit_card,6,146.48
1218,1,credit_card,1,132.64
1219,1,credit_card,3,35.0
1220,1,credit_card,10,221.58
1221,1,credit_card,10,158.98
1222,3,voucher,1,6.67
1223,1,credit_card,2,99.82
1224,1,credit_card,1,86.31
1225,1,credit_card,5,51.33
1226,1,credit_card,1,111.93
1227,1,credit_card,1,58.98
1228,1,credit_card,3,88.56
1229,1,credit_card,2,123.27
1230,1,credit_card,3,33.16
1231,1,credit_card,1,82.66
1232,1,boleto,1,236.09
1233,1,credit_card,1,43.0
1234,1,credit_card,4,235.28
1235,1,credit_card,1,55.79
1236,1,credit_card,10,784.8
1237,1,credit_card,7,73.43
1238,1,boleto,1,174.64
1239,1,credit_card,1,29.91
1240,1,credit_card,1,54.1
1241,1,credit_card,2,173.62
1242,1,credit_card,2,99.43
1243,1,credit_card,1,65.34
1244,1,credit_card,6,153.8
1245,1,credit_card,2,26.59
1246,1,credit_card,5,123.29
1247,1,debit_card,1,22.38
1248,1,credit_card,8,326.38
1249,1,credit_card,9,196.92
1250,1,boleto,1,65.01
1251,1,credit_card,2,21.84
1252,1,credit_card,1,248.74
1253,1,credit_card,5,141.11
1254,1,credit_card,10,1013.25
1255,1,credit_card,8,214.14
1256,1,credit_card,2,94.7
1257,1,debit_card,1,46.01
1258,1,credit_card,4,224.39
1259,2,voucher,1,100.0
1260,1,credit_card,2,196.66
1261,1,credit_card,3,69.83
1262,1,boleto,1,41.09
1263,1,credit_card,3,425.6
1264,1,credit_card,2,118.43
1265,1,credit_card,1,102.26
1266,1,credit_card,1,48.11
1267,1,voucher,1,150.0
1268,1,credit_card,1,40.4
1269,1,credit_card,1,430.28
1270,1,credit_card,7,72.98
1271,1,credit_card,1,126.23
1272,1,boleto,1,143.1
1273,1,credit_card,2,138.74
1274,1,credit_card,10,291.72
1275,1,credit_card,1,131.62
1276,1,credit_card,4,161.54
1277,1,credit_card,1,27.23
1278,1,credit_card,5,143.04
1279,1,credit_card,6,175.03
1280,1,credit_card,2,63.74
1281,1,credit_card,4,214.69
1282,1,credit_card,10,531.92
1283,1,credit_card,1,202.15
1284,1,boleto,1,277.48
1285,1,credit_card,1,35.13
1286,1,boleto,1,28.07
1287,1,credit_card,8,181.4
1288,1,credit_card,8,162.51
1289,1,credit_card,1,118.29
1290,1,credit_card,1,247.52
1291,1,credit_card,6,63.33
1292,1,credit_card,7,220.25
1293,1,boleto,1,228.82
1294,2,credit_card,1,79.92
1295,1,credit_card,1,112.2
1296,1,credit_card,1,97.66
1297,1,boleto,1,158.73
1298,1,credit_card,2,136.26
1299,1,credit_card,1,141.73
1300,1,boleto,1,67.53
1301,1,credit_card,10,113.44
1302,1,boleto,1,35.0
1303,1,credit_card,1,99.2
1304,1,credit_card,5,205.45
1305,1,credit_card,1,89.91
1306,1,credit_card,6,202.76
1307,1,credit_card,1,37.68
1308,1,credit_card,6,162.55
1309,1,credit_card,1,38.33
1310,1,credit_card,3,138.24
1311,1,credit_card,1,53.1
1312,7,voucher,1,20.0
1313,1,credit_card,1,102.66
1314,1,credit_card,2,64.04
1315,1,credit_card,7,97.03
1316,1,credit_card,3,150.14
1317,1,credit_card,1,98.25
1318,1,credit_card,5,50.95
1319,1,boleto,1,36.38
1320,1,boleto,1,47.79
1321,2,voucher,1,44.11
1322,1,credit_card,6,77.69
1323,1,credit_card,2,73.27
1324,1,boleto,1,35.41
1325,1,boleto,1,2276.1
1326,1,credit_card,3,72.02
1327,1,credit_card,10,182.29
1328,1,credit_card,1,118.09
1329,1,credit_card,1,105.9
1330,1,credit_card,10,141.2
1331,1,credit_card,8,921.05
1332,1,credit_card,5,71.14
1333,1,credit_card,1,103.55
1334,1,boleto,1,193.17
1335,1,credit_card,4,91.16
1336,1,credit_card,1,54.09
1337,1,credit_card,2,142.92
1338,1,credit_card,2,53.6
1339,1,credit_card,3,80.15
1340,1,credit_card,2,135.0
1341,1,credit_card,8,175.63
1342,1,boleto,1,162.7
1343,1,credit_card,3,192.39
1344,1,credit_card,1,26.77
1345,1,credit_card,1,111.98
1346,1,credit_card,5,103.11
1347,1,boleto,1,71.14
1348,1,credit_card,1,180.46
1349,1,credit_card,7,372.27
1350,1,credit_card,5,102.31
1351,1,credit_card,1,85.62
1352,1,credit_card,8,228.24
1353,1,credit_card,10,133.34
1354,1,credit_card,8,171.44
1355,1,credit_card,1,47.75
1356,1,credit_card,1,154.72
1357,3,voucher,1,20.0
1358,1,credit_card,1,78.2
1359,1,debit_card,1,24.28
1360,1,boleto,1,46.92
1361,1,credit_card,1,33.12
1362,1,boleto,1,182.91
1363,1,boleto,1,100.34
1364,1,boleto,1,66.01
1365,1,credit_card,3,132.0
1366,1,credit_card,1,4.15
1367,1,credit_card,1,58.59
1368,1,boleto,1,352.95
1369,2,voucher,1,29.87
1370,1,credit_card,5,54.09
1371,1,boleto,1,76.31
1372,1,credit_card,7,436.25
1373,1,credit_card,3,58.37
1374,1,credit_card,1,72.97
1375,1,credit_card,5,54.62
1376,1,boleto,1,85.81
1377,1,credit_card,2,150.99
1378,1,credit_card,6,347.83
1379,1,credit_card,5,674.92
1380,1,boleto,1,164.53
1381,1,credit_card,10,193.8
1382,1,credit_card,2,22.39
1383,1,boleto,1,147.52
1384,1,credit_card,1,31.6
1385,1,credit_card,5,620.68
1386,1,credit_card,10,1082.51
1387,1,credit_card,8,204.11
1388,1,boleto,1,82.12
1389,1,credit_card,12,123.69
1390,1,credit_card,6,287.96
1391,1,credit_card,1,32.09
1392,2,voucher,1,173.38
1393,1,credit_card,8,375.22
1394,1,credit_card,4,241.61
1395,1,credit_card,2,257.29
1396,1,credit_card,4,197.69
1397,1,credit_card,1,38.86
1398,1,credit_card,3,195.0
1399,1,credit_card,2,227.44
1400,1,credit_card,3,113.05
1401,1,credit_card,3,137.02
1402,1,boleto,1,89.27
1403,1,boleto,1,85.4
1404,1,voucher,1,44.6
1405,1,credit_card,6,133.93
1406,1,credit_card,7,77.89
1407,3,voucher,1,100.0
1408,1,boleto,1,113.08
1409,1,credit_card,10,554.4
1410,1,credit_card,4,56.22
1411,1,credit_card,1,56.75
1412,1,credit_card,8,504.35
1413,1,credit_card,10,152.72
1414,1,credit_card,8,289.89
1415,1,boleto,1,44.23
1416,1,boleto,1,93.72
1417,1,credit_card,1,220.66
1418,1,credit_card,4,151.96
1419,1,credit_card,1,279.3
1420,1,boleto,1,28.08
1421,1,credit_card,2,44.65
1422,1,boleto,1,75.17
1423,1,credit_card,8,193.51
1424,1,credit_card,3,63.1
1425,1,credit_card,1,90.92
1426,1,credit_card,6,343.85
1427,1,credit_card,3,69.11
1428,1,credit_card,1,31.73
1429,1,boleto,1,67.14
1430,1,boleto,1,349.01
1431,1,credit_card,2,111.86
1432,6,voucher,1,9.39
1433,1,credit_card,10,141.96
1434,1,credit_card,6,318.4
1435,1,credit_card,2,454.95
1436,1,credit_card,1,56.6
1437,1,credit_card,1,46.53
1438,1,credit_card,10,924.12
1439,1,credit_card,2,971.1
1440,1,credit_card,10,497.62
1441,1,credit_card,8,570.94
1442,1,credit_card,2,415.97
1443,1,credit_card,3,63.49
1444,1,credit_card,2,80.77
1445,2,voucher,1,20.0
1446,1,credit_card,12,172.23
1447,1,credit_card,1,64.09
1448,6,voucher,1,8.47
1449,1,credit_card,2,241.73
1450,1,credit_card,2,188.8
1451,1,credit_card,2,68.17
1452,1,credit_card,1,90.88
1453,1,credit_card,2,96.71
1454,1,credit_card,4,66.44
1455,1,boleto,1,127.92
1456,1,credit_card,1,8.58
1457,1,credit_card,1,81.76
1458,1,credit_card,5,59.82
1459,1,credit_card,1,40.76
1460,1,credit_card,10,107.1
1461,1,credit_card,1,27.36
1462,1,credit_card,2,28.93
1463,1,credit_card,1,40.96
1464,1,credit_card,1,188.73
1465,1,credit_card,2,69.73
1466,1,boleto,1,40.76
1467,1,boleto,1,177.32
1468,1,credit_card,1,87.03
1469,1,debit_card,1,44.18
1470,1,credit_card,1,2.27
1471,1,credit_card,1,29.75
1472,1,credit_card,4,47.53
1473,1,credit_card,6,68.02
1474,1,credit_card,5,51.0
1475,1,credit_card,1,44.29
1476,1,credit_card,6,300.09
1477,1,credit_card,5,263.02
1478,1,credit_card,4,48.68
1479,1,credit_card,5,188.79
1480,1,debit_card,1,119.8
1481,1,boleto,1,119.84
1482,1,credit_card,1,243.45
1483,1,credit_card,1,75.65
1484,1,voucher,1,29.96
1485,1,credit_card,10,248.76
1486,1,credit_card,8,375.41
1487,1,credit_card,10,2083.09
1488,1,credit_card,1,60.3
1489,1,credit_card,5,102.75
1490,1,credit_card,4,84.6
1491,1,boleto,1,298.32
1492,1,credit_card,6,67.88
1493,1,credit_card,4,82.95
1494,1,credit_card,8,89.62
1495,1,credit_card,5,151.7
1496,1,credit_card,2,239.5
1497,1,credit_card,1,506.17
1498,1,credit_card,6,217.16
1499,1,credit_card,1,198.4
1500,1,credit_card,3,177.86
1501,1,credit_card,1,36.3
1502,1,credit_card,2,117.26
1503,1,credit_card,1,103.82
1504,1,credit_card,15,242.11
1505,1,credit_card,2,46.13
1506,1,credit_card,1,20.75
1507,1,credit_card,1,123.52
1508,1,credit_card,6,113.28
1509,1,boleto,1,129.25
1510,1,credit_card,2,211.51
1511,1,boleto,1,1087.44
1512,1,credit_card,1,34.6
1513,1,credit_card,8,86.09
1514,1,credit_card,1,38.8
1515,1,credit_card,2,91.18
1516,1,credit_card,5,73.38
1517,6,voucher,1,10.05
1518,1,boleto,1,181.57
1519,1,credit_card,3,47.2
1520,1,credit_card,2,67.83
1521,1,credit_card,2,197.72
1522,1,credit_card,1,342.38
1523,1,credit_card,10,317.8
1524,1,credit_card,5,180.49
1525,1,debit_card,1,81.61
1526,1,credit_card,5,56.94
1527,1,credit_card,1,135.72
1528,1,credit_card,1,120.9
1529,1,credit_card,2,198.13
1530,1,credit_card,2,55.09
1531,1,credit_card,2,140.4
1532,1,boleto,1,37.94
1533,1,credit_card,1,60.63
1534,2,voucher,1,33.05
1535,1,credit_card,1,33.18
1536,1,credit_card,1,157.32
1537,1,credit_card,3,61.01
1538,1,credit_card,5,174.52
1539,1,boleto,1,40.48
1540,1,credit_card,1,164.79
1541,1,debit_card,1,39.56
1542,1,credit_card,1,103.27
1543,1,credit_card,5,55.92
1544,1,credit_card,10,204.53
1545,1,credit_card,1,29.77
1546,2,voucher,1,43.98
1547,1,credit_card,1,69.09
1548,1,boleto,1,52.38
1549,1,credit_card,4,142.81
1550,1,credit_card,8,186.85
1551,1,credit_card,10,416.54
1552,1,voucher,1,58.71
1553,1,credit_card,2,105.52
1554,1,debit_card,1,27.6
1555,1,voucher,1,27.36
1556,1,credit_card,1,46.33
1557,1,credit_card,1,188.5
1558,1,credit_card,1,187.87
1559,1,credit_card,1,624.59
1560,1,credit_card,1,41.6
1561,1,boleto,1,141.48
1562,1,credit_card,4,126.64
1563,1,credit_card,5,178.89
1564,1,credit_card,2,24.68
1565,1,credit_card,2,76.61
1566,1,credit_card,1,248.38
1567,1,boleto,1,60.97
1568,1,credit_card,3,188.69
1569,1,credit_card,4,171.29
1570,1,credit_card,1,75.42
1571,1,boleto,1,31.17
1572,1,credit_card,2,173.86
1573,1,boleto,1,58.13
1574,1,boleto,1,60.65
1575,1,credit_card,7,79.56
1576,1,credit_card,1,27.84
1577,1,credit_card,2,102.64
1578,2,voucher,1,57.7
1579,1,boleto,1,58.01
1580,1,credit_card,5,102.27
1581,1,credit_card,4,245.29
1582,1,credit_card,4,103.37
1583,1,boleto,1,136.71
1584,1,boleto,1,76.29
1585,1,credit_card,2,28.09
1586,1,credit_card,7,367.1
1587,10,voucher,1,1.85
1588,1,credit_card,10,153.69
1589,1,boleto,1,146.68
1590,1,boleto,1,24.09
1591,1,credit_card,1,17.5
1592,1,credit_card,1,57.8
1593,1,boleto,1,44.09
1594,1,credit_card,3,78.18
1595,1,credit_card,10,111.3
1596,1,credit_card,8,211.94
1597,1,credit_card,4,175.64
1598,1,credit_card,2,104.48
1599,1,credit_card,4,48.01
1600,1,credit_card,5,891.91
1601,1,credit_card,6,120.0
1602,1,credit_card,8,80.18
1603,1,credit_card,6,92.71
1604,1,credit_card,3,75.99
1605,1,boleto,1,41.88
1606,1,credit_card,1,22.95
1607,1,credit_card,1,38.37
1608,3,voucher,1,28.71
1609,1,credit_card,1,123.67
1610,1,credit_card,1,47.44
1611,1,credit_card,6,100.33
1612,1,credit_card,1,28.4
1613,1,credit_card,10,817.15
1614,1,credit_card,2,28.83
1615,1,credit_card,4,109.77
1616,2,credit_card,1,135.44
1617,1,credit_card,4,116.72
1618,1,credit_card,2,138.6
1619,1,boleto,1,79.46
1620,1,credit_card,4,295.4
1621,1,credit_card,2,29.08
1622,1,boleto,1,88.72
1623,1,credit_card,1,57.8
1624,1,boleto,1,116.94
1625,1,credit_card,1,238.57
1626,1,credit_card,4,65.99
1627,1,credit_card,1,16.89
1628,1,boleto,1,65.11
1629,1,credit_card,2,56.78
1630,1,credit_card,3,125.94
1631,1,credit_card,9,92.57
1632,1,credit_card,3,81.77
1633,2,voucher,1,14.38
1634,1,credit_card,10,383.5
1635,1,credit_card,1,254.45
1636,1,credit_card,2,43.1
1637,1,credit_card,1,85.15
1638,1,credit_card,1,110.7
1639,1,voucher,1,114.44
1640,1,credit_card,1,19.35
1641,1,credit_card,8,681.82
1642,1,credit_card,2,50.09
1643,1,credit_card,8,162.65
1644,1,credit_card,5,177.52
1645,1,credit_card,5,81.33
1646,3,voucher,1,20.0
1647,1,boleto,1,70.14
1648,1,credit_card,1,67.44
1649,1,credit_card,1,101.93
1650,1,credit_card,1,59.87
1651,1,credit_card,1,88.88
1652,1,credit_card,5,178.44
1653,1,credit_card,5,435.44
1654,1,credit_card,4,76.74
1655,1,boleto,1,143.5
1656,1,boleto,1,1075.23
1657,1,credit_card,1,45.09
1658,1,credit_card,2,40.09
1659,1,credit_card,1,39.1
1660,1,boleto,1,42.58
1661,1,credit_card,1,40.86
1662,1,boleto,1,815.65
1663,1,credit_card,1,59.56
1664,1,credit_card,5,61.75
1665,1,boleto,1,43.0
1666,1,credit_card,1,163.08
1667,1,boleto,1,35.84
1668,1,credit_card,8,106.31
1669,1,boleto,1,97.08
1670,1,credit_card,1,67.13
1671,1,credit_card,1,99.57
1672,1,credit_card,1,25.31
1673,1,boleto,1,101.92
1674,1,credit_card,1,118.2
1675,1,credit_card,1,67.22
1676,1,credit_card,6,185.94
1677,1,credit_card,3,248.51
1678,1,credit_card,3,217.09
1679,1,credit_card,2,96.69
1680,1,boleto,1,77.57
1681,1,credit_card,10,419.3
1682,1,credit_card,1,115.35
1683,1,credit_card,8,840.82
1684,1,credit_card,1,189.62
1685,1,credit_card,1,37.37
1686,1,credit_card,3,35.0
1687,1,credit_card,5,248.85
1688,1,credit_card,1,38.17
1689,1,credit_card,1,48.23
1690,1,credit_card,10,159.02
1691,2,voucher,1,199.15
1692,1,boleto,1,425.04
1693,1,credit_card,2,138.94
1694,1,credit_card,2,124.02
1695,1,boleto,1,55.0
1696,1,credit_card,1,51.41
1697,1,credit_card,3,167.77
1698,1,credit_card,3,84.42
1699,1,boleto,1,168.29
1700,1,boleto,1,175.77
1701,1,credit_card,1,690.68
1702,1,credit_card,1,69.33
1703,1,boleto,1,47.18
1704,1,credit_card,1,152.5
1705,1,boleto,1,102.03
1706,1,boleto,1,101.25
1707,3,voucher,1,61.22
1708,1,credit_card,4,152.72
1709,1,credit_card,4,79.19
1710,1,credit_card,1,43.72
1711,1,credit_card,1,35.34
1712,1,credit_card,3,95.64
1713,1,boleto,1,61.29
1714,1,credit_card,2,90.45
1715,1,credit_card,1,120.05
1716,1,credit_card,10,619.86
1717,1,boleto,1,82.97
1718,1,credit_card,2,58.98
1719,1,boleto,1,124.09
1720,1,credit_card,1,33.85
1721,1,credit_card,8,127.92
1722,1,credit_card,2,211.6
1723,1,boleto,1,52.38
1724,1,credit_card,1,60.24
1725,1,credit_card,1,61.96
1726,1,boleto,1,406.95
1727,1,credit_card,3,132.47
1728,1,credit_card,4,137.0
1729,1,credit_card,1,36.87
1730,1,credit_card,5,179.04
1731,1,credit_card,1,98.33
1732,1,boleto,1,57.51
1733,1,credit_card,1,77.53
1734,1,credit_card,1,89.36
1735,1,credit_card,1,21.39
1736,1,credit_card,1,72.66
1737,1,credit_card,1,78.09
1738,1,credit_card,8,340.72
1739,1,credit_card,3,122.01
1740,1,boleto,1,81.72
1741,1,credit_card,10,115.3
1742,1,credit_card,1,70.34
1743,1,credit_card,4,412.42
1744,1,boleto,1,102.78
1745,1,credit_card,1,71.29
1746,1,credit_card,2,106.87
1747,1,credit_card,2,179.86
1748,1,boleto,1,28.17
1749,1,credit_card,3,270.26
1750,1,boleto,1,31.13
1751,1,boleto,1,198.5
1752,1,credit_card,8,124.92
1753,1,credit_card,8,151.7
1754,1,credit_card,6,134.45
